Date,processed_price,,,,,
12/2/2019,0.580394244,0.563776152,0.567400333,0.555113589,0.543357187,0.522319401
12/9/2019,0.582780782,0.580394244,0.563776152,0.567400333,0.555113589,0.543357187
12/16/2019,0.591973821,0.582780782,0.580394244,0.563776152,0.567400333,0.555113589
12/23/2019,0.617254476,0.591973821,0.582780782,0.580394244,0.563776152,0.567400333
12/30/2019,0.616282137,0.617254476,0.591973821,0.582780782,0.580394244,0.563776152
1/6/2020,0.614956148,0.616282137,0.617254476,0.591973821,0.582780782,0.580394244
1/13/2020,0.628480536,0.614956148,0.616282137,0.617254476,0.591973821,0.582780782
1/20/2020,0.657650408,0.628480536,0.614956148,0.616282137,0.617254476,0.591973821
1/27/2020,0.642888647,0.657650408,0.628480536,0.614956148,0.616282137,0.617254476
2/3/2020,0.611332102,0.642888647,0.657650408,0.628480536,0.614956148,0.616282137
2/10/2020,0.657208547,0.611332102,0.642888647,0.657650408,0.628480536,0.614956148
2/17/2020,0.68363823,0.657208547,0.611332102,0.642888647,0.657650408,0.628480536
2/24/2020,0.66763896,0.68363823,0.657208547,0.611332102,0.642888647,0.657650408
3/2/2020,0.495712891,0.66763896,0.68363823,0.657208547,0.611332102,0.642888647
3/9/2020,0.497038746,0.495712891,0.66763896,0.68363823,0.657208547,0.611332102
3/16/2020,0.367453286,0.497038746,0.495712891,0.66763896,0.68363823,0.657208547
3/23/2020,0.184124467,0.367453286,0.497038746,0.495712891,0.66763896,0.68363823
3/30/2020,0.287898862,0.184124467,0.367453286,0.497038746,0.495712891,0.66763896
4/6/2020,0.256519008,0.287898862,0.184124467,0.367453286,0.497038746,0.495712891
4/13/2020,0.397772457,0.256519008,0.287898862,0.184124467,0.367453286,0.497038746
4/20/2020,0.431185333,0.397772457,0.256519008,0.287898862,0.184124467,0.367453286
4/27/2020,0.417837905,0.431185333,0.397772457,0.256519008,0.287898862,0.184124467
5/4/2020,0.41942893,0.417837905,0.431185333,0.397772457,0.256519008,0.287898862
5/11/2020,0.469459899,0.41942893,0.417837905,0.431185333,0.397772457,0.256519008
5/18/2020,0.437284532,0.469459899,0.41942893,0.417837905,0.431185333,0.397772457
5/25/2020,0.485282344,0.437284532,0.469459899,0.41942893,0.417837905,0.431185333
6/1/2020,0.524617728,0.485282344,0.437284532,0.469459899,0.41942893,0.417837905
6/8/2020,0.597012202,0.524617728,0.485282344,0.437284532,0.469459899,0.41942893
6/15/2020,0.52691592,0.597012202,0.524617728,0.485282344,0.437284532,0.469459899
6/22/2020,0.554406422,0.52691592,0.597012202,0.524617728,0.485282344,0.437284532
6/29/2020,0.509679141,0.554406422,0.52691592,0.597012202,0.524617728,0.485282344
7/6/2020,0.563157465,0.509679141,0.554406422,0.52691592,0.597012202,0.524617728
7/13/2020,0.58861481,0.563157465,0.509679141,0.554406422,0.52691592,0.597012202
7/20/2020,0.608415088,0.58861481,0.563157465,0.509679141,0.554406422,0.52691592
7/27/2020,0.603995394,0.608415088,0.58861481,0.563157465,0.509679141,0.554406422
8/3/2020,0.629010878,0.603995394,0.608415088,0.58861481,0.563157465,0.509679141
8/10/2020,0.666843447,0.629010878,0.603995394,0.608415088,0.58861481,0.563157465
8/17/2020,0.67727386,0.666843447,0.629010878,0.603995394,0.608415088,0.58861481
8/24/2020,0.68823475,0.67727386,0.666843447,0.629010878,0.603995394,0.608415088
8/31/2020,0.736497732,0.68823475,0.67727386,0.666843447,0.629010878,0.603995394
9/7/2020,0.699107159,0.736497732,0.68823475,0.67727386,0.666843447,0.629010878
9/14/2020,0.660832593,0.699107159,0.736497732,0.68823475,0.67727386,0.666843447
9/21/2020,0.660567422,0.660832593,0.699107159,0.736497732,0.68823475,0.67727386
9/28/2020,0.641739618,0.660567422,0.660832593,0.699107159,0.736497732,0.68823475
10/5/2020,0.672058654,0.641739618,0.660567422,0.660832593,0.699107159,0.736497732
10/12/2020,0.733315682,0.672058654,0.641739618,0.660567422,0.660832593,0.699107159
10/19/2020,0.735348704,0.733315682,0.672058654,0.641739618,0.660567422,0.660832593
10/26/2020,0.729072679,0.735348704,0.733315682,0.672058654,0.641739618,0.660567422
11/2/2020,0.642004789,0.729072679,0.735348704,0.733315682,0.672058654,0.641739618
11/9/2020,0.750463982,0.642004789,0.729072679,0.735348704,0.733315682,0.672058654
11/16/2020,0.78635201,0.750463982,0.642004789,0.729072679,0.735348704,0.733315682
11/23/2020,0.785556362,0.78635201,0.750463982,0.642004789,0.729072679,0.735348704
11/30/2020,0.829311306,0.785556362,0.78635201,0.750463982,0.642004789,0.729072679
12/7/2020,0.858746484,0.829311306,0.785556362,0.78635201,0.750463982,0.642004789
12/14/2020,0.846990082,0.858746484,0.829311306,0.785556362,0.78635201,0.750463982
12/21/2020,0.876071743,0.846990082,0.858746484,0.829311306,0.785556362,0.78635201
12/28/2020,0.870326195,0.876071743,0.846990082,0.858746484,0.829311306,0.785556362
1/4/2021,0.886413811,0.870326195,0.876071743,0.846990082,0.858746484,0.829311306
