Date,processed_price,,,,,
9/28/2020,0.302987674,0.293321607,0.311599303,0.379789094,0.242882225,0.235500886
10/5/2020,0.324956039,0.302987674,0.293321607,0.311599303,0.379789094,0.242882225
10/12/2020,0.278734613,0.324956039,0.302987674,0.293321607,0.311599303,0.379789094
10/19/2020,0.321089619,0.278734613,0.324956039,0.302987674,0.293321607,0.311599303
10/26/2020,0.323550065,0.321089619,0.278734613,0.324956039,0.302987674,0.293321607
11/2/2020,0.507557115,0.323550065,0.321089619,0.278734613,0.324956039,0.302987674
11/9/2020,0.276274167,0.507557115,0.323550065,0.321089619,0.278734613,0.324956039
11/16/2020,0.245342705,0.276274167,0.507557115,0.323550065,0.321089619,0.278734613
11/23/2020,0.255887527,0.245342705,0.276274167,0.507557115,0.323550065,0.321089619
11/30/2020,0.205623896,0.255887527,0.245342705,0.276274167,0.507557115,0.323550065
12/7/2020,0.204745175,0.205623896,0.255887527,0.245342705,0.276274167,0.507557115
12/14/2020,0.249033374,0.204745175,0.205623896,0.255887527,0.245342705,0.276274167
12/21/2020,0.218453413,0.249033374,0.204745175,0.205623896,0.255887527,0.245342705
12/28/2020,0.217750443,0.218453413,0.249033374,0.204745175,0.205623896,0.255887527
1/4/2021,0.239191556,0.217750443,0.218453413,0.249033374,0.204745175,0.205623896
1/11/2021,0.218277663,0.239191556,0.217750443,0.218453413,0.249033374,0.204745175
1/18/2021,0.267135319,0.218277663,0.239191556,0.217750443,0.218453413,0.249033374
1/25/2021,0.224428812,0.267135319,0.218277663,0.239191556,0.217750443,0.218453413
2/1/2021,0.420913876,0.224428812,0.267135319,0.218277663,0.239191556,0.217750443
2/8/2021,0.206151149,0.420913876,0.224428812,0.267135319,0.218277663,0.239191556
2/15/2021,0.190333899,0.206151149,0.420913876,0.224428812,0.267135319,0.218277663
2/22/2021,0.226889258,0.190333899,0.206151149,0.420913876,0.224428812,0.267135319
3/1/2021,0.330579969,0.226889258,0.190333899,0.206151149,0.420913876,0.224428812
3/8/2021,0.272759215,0.330579969,0.226889258,0.190333899,0.206151149,0.420913876
3/15/2021,0.202987699,0.272759215,0.330579969,0.226889258,0.190333899,0.206151149
3/22/2021,0.207557123,0.202987699,0.272759215,0.330579969,0.226889258,0.190333899
